GPA,Programming_Skill,DBMS_Knowledge,Computer_Networks,Mathematics_Statistics,Web_Development,App_Development,Data_Analysis,Cybersecurity,Cloud_DevOps,UI_UX_Design,Testing_Debugging,Problem_Solving,Analytical_Thinking,Creativity,Communication_Skill,Leadership,Teamwork,Preferred_Work_Type,Work_Style,Career_Role
5.17,8,4,10,5,3,2,2,6,8,1,6,10,8,5,4,3,5,Analytical,Team,Cloud Engineer
5.0,10,6,3,1,4,5,2,2,5,5,6,9,5,4,6,5,7,Technical,Individual,Mobile App Developer
4.86,2,3,6,8,3,1,6,1,3,1,4,9,8,6,8,5,8,Analytical,Team,Business Analyst
4.21,3,5,6,5,3,3,1,4,7,2,4,6,7,1,4,3,5,Technical,Individual,System Administrator
5.0,7,3,9,4,3,2,3,6,10,1,5,9,7,2,7,2,5,Technical,Team,Cloud Engineer
4.75,5,5,2,5,1,2,7,2,2,1,1,9,10,6,8,6,6,Analytical,Team,Business Analyst
5.39,8,7,3,4,10,2,1,3,6,6,6,8,6,7,6,2,8,Technical,Individual,Web Developer
5.81,8,8,8,4,6,7,4,3,5,4,8,7,6,4,8,5,8,Technical,Individual,Software Engineer
5.23,7,9,7,7,5,3,3,4,3,3,6,7,9,3,7,3,8,Technical,Individual,Software Engineer
4.41,5,7,7,5,1,1,2,3,7,2,4,10,6,1,4,3,6,Technical,Team,System Administrator
4.94,6,5,4,6,2,2,3,2,2,1,8,6,8,3,7,3,6,Technical,Team,Software Tester
4.9,4,4,9,3,4,3,2,6,6,1,8,9,5,3,6,4,5,Technical,Team,System Administrator
5.08,6,8,4,9,2,6,7,3,2,2,2,6,8,5,8,5,4,Analytical,Individual,Data Analyst
4.43,1,3,1,3,3,1,4,2,2,9,4,5,4,8,8,6,8,Creative,Team,UI/UX Designer
4.8,2,4,2,6,1,2,8,2,3,3,2,8,8,5,8,8,7,Analytical,Team,Business Analyst
4.85,7,5,5,5,2,3,2,3,2,1,8,9,6,3,5,5,8,Technical,Team,Software Tester
5.03,7,7,5,6,7,5,4,4,3,2,6,7,6,5,4,3,8,Creative,Team,Software Engineer
4.38,5,3,2,6,2,4,5,1,2,2,1,7,8,4,8,8,4,Analytical,Team,Business Analyst
5.13,10,6,4,5,4,4,4,3,3,2,5,9,6,6,5,6,8,Technical,Individual,Software Engineer
4.95,6,3,9,2,2,3,3,4,9,2,5,8,7,3,5,5,8,Technical,Individual,Cloud Engineer
4.81,3,6,3,5,3,2,5,2,1,2,1,6,9,6,9,8,9,Analytical,Team,Business Analyst
5.06,5,5,8,5,2,2,6,6,7,2,7,7,6,2,7,3,6,Technical,Team,Cloud Engineer
5.16,8,2,3,7,4,2,9,1,7,1,7,8,10,3,5,3,8,Analytical,Individual,Machine Learning Engineer
5.18,6,6,1,7,8,5,3,3,4,5,7,6,7,9,7,2,8,Technical,Team,Web Developer
5.04,7,6,2,8,1,2,10,1,1,2,4,8,10,5,8,4,7,Analytical,Individual,Data Analyst
4.65,6,6,7,2,3,2,1,7,6,2,5,8,7,2,5,5,5,Technical,Team,System Administrator
4.93,3,2,1,2,5,2,1,1,2,8,3,7,4,9,8,6,7,Creative,Team,UI/UX Designer
4.78,4,7,3,10,3,3,8,2,1,1,4,7,8,2,5,1,4,Analytical,Team,Data Analyst
5.11,6,5,6,4,7,3,2,5,5,8,7,7,6,8,8,5,10,Technical,Team,Web Developer
4.05,5,1,3,3,2,2,4,1,1,2,3,5,6,4,9,8,8,Analytical,Team,IT Project Coordinator
4.5,6,6,7,5,3,1,2,7,3,2,2,6,7,2,3,2,7,Analytical,Individual,Cybersecurity Analyst
4.79,4,5,8,6,5,3,5,1,1,1,8,7,9,2,4,4,7,Technical,Team,Software Tester
5.08,10,5,3,6,3,9,1,3,5,6,6,6,8,4,5,3,6,Technical,Individual,Mobile App Developer
4.74,4,7,6,5,2,3,1,7,5,2,4,7,7,4,3,4,5,Technical,Team,System Administrator
4.83,8,4,9,8,3,3,3,4,7,1,5,6,6,3,4,2,5,Technical,Individual,Cloud Engineer
5.08,6,7,4,5,7,2,1,4,2,7,4,8,6,6,6,4,8,Technical,Team,Web Developer
5.19,10,5,2,10,4,2,8,1,5,2,9,10,10,6,4,5,4,Analytical,Individual,Machine Learning Engineer
4.81,6,5,4,9,1,2,8,2,4,2,3,9,8,2,5,3,5,Analytical,Individual,Data Analyst
5.04,7,7,4,5,5,1,5,2,3,1,8,9,6,5,6,6,6,Technical,Team,Software Engineer
4.59,5,6,8,5,1,3,2,4,9,1,7,6,5,3,4,3,5,Technical,Team,Cloud Engineer
4.98,3,4,1,8,3,1,7,2,3,2,4,6,7,3,10,7,9,Analytical,Team,Business Analyst
5.02,7,4,7,3,3,3,4,9,5,2,7,7,9,2,6,3,7,Technical,Individual,Cybersecurity Analyst
4.98,5,3,10,5,1,2,5,8,5,1,5,9,5,3,4,3,5,Technical,Individual,Cybersecurity Analyst
4.99,5,6,3,5,3,2,8,2,6,1,1,7,7,6,10,6,6,Analytical,Team,Business Analyst
5.39,7,6,6,3,3,9,3,2,5,6,7,8,6,4,6,4,7,Analytical,Individual,Mobile App Developer
4.58,1,1,1,2,4,3,2,2,1,8,1,4,5,9,7,5,8,Creative,Team,UI/UX Designer
4.08,1,1,1,2,4,1,1,1,1,10,3,7,4,7,9,4,6,Creative,Team,UI/UX Designer
4.83,3,4,9,5,2,4,2,7,5,2,5,10,7,3,4,3,6,Technical,Team,System Administrator
5.0,2,3,4,8,2,2,8,1,3,3,3,9,9,5,10,5,8,Analytical,Team,Business Analyst
4.99,4,7,8,2,1,3,1,5,8,1,8,7,6,1,4,4,6,Technical,Individual,System Administrator
4.52,5,6,7,5,3,1,2,4,8,1,4,7,7,1,6,3,6,Technical,Team,System Administrator
5.34,9,8,6,7,4,3,3,2,5,4,6,7,9,4,4,6,5,Technical,Team,Software Engineer
4.84,4,3,3,6,4,4,5,1,3,1,7,9,6,4,7,4,6,Technical,Team,Software Tester
4.89,2,1,1,3,9,1,1,1,1,9,4,7,5,10,6,4,7,Creative,Team,UI/UX Designer
4.91,6,1,10,4,1,2,4,8,4,1,6,9,7,5,5,3,4,Analytical,Individual,Cybersecurity Analyst
5.29,8,9,2,4,10,2,1,4,3,8,4,6,8,8,7,2,5,Technical,Team,Web Developer
5.2,7,6,5,7,7,4,7,1,3,4,8,8,9,6,5,3,5,Technical,Individual,Software Engineer
4.74,2,6,4,6,1,1,8,2,1,2,3,6,9,4,8,7,6,Analytical,Team,Business Analyst
4.88,3,6,9,4,1,3,5,7,5,2,5,6,8,2,5,5,6,Technical,Team,System Administrator
4.49,4,1,2,3,5,1,3,1,1,10,2,6,2,9,8,3,7,Creative,Team,UI/UX Designer
5.0,4,5,1,6,2,1,7,2,1,1,4,9,10,6,10,5,9,Analytical,Team,Business Analyst
4.57,3,1,2,1,3,2,2,1,2,10,1,5,7,8,9,4,6,Creative,Team,UI/UX Designer
4.89,7,3,2,6,2,3,5,1,1,2,7,6,7,5,10,3,5,Technical,Team,Software Tester
5.32,10,4,4,10,2,1,10,2,5,3,4,10,10,4,5,3,4,Analytical,Individual,Machine Learning Engineer
4.64,2,3,3,5,1,2,6,1,1,3,3,10,10,4,7,7,7,Analytical,Team,Business Analyst
5.08,5,7,9,3,3,3,2,6,5,2,7,8,6,4,7,4,7,Technical,Team,System Administrator
5.29,9,4,5,10,4,2,10,1,7,2,4,8,9,6,4,1,4,Analytical,Individual,Machine Learning Engineer
4.86,3,5,4,6,2,1,7,1,2,1,1,9,8,5,8,8,9,Analytical,Team,Business Analyst
5.73,10,5,3,8,3,3,8,1,5,3,7,9,8,6,9,3,7,Analytical,Team,Machine Learning Engineer
4.96,2,4,3,5,2,2,7,1,2,1,2,6,8,3,10,8,7,Analytical,Team,Business Analyst
5.0,6,4,6,3,1,3,2,6,8,2,6,6,8,4,7,5,8,Technical,Team,System Administrator
4.85,4,2,1,3,6,3,4,2,2,10,1,4,5,9,6,6,6,Creative,Team,UI/UX Designer
6.11,9,7,5,6,10,4,2,5,4,7,5,9,8,6,6,6,7,Technical,Team,Web Developer
5.63,10,6,7,5,7,6,6,4,3,2,6,8,7,4,4,5,8,Technical,Individual,Software Engineer
4.75,5,5,3,9,2,2,7,4,2,3,2,8,7,2,7,4,6,Analytical,Team,Data Analyst
4.99,5,3,8,6,4,1,5,7,3,2,8,7,7,4,6,2,5,Technical,Team,Cybersecurity Analyst
5.04,10,6,6,3,5,7,2,2,3,4,8,7,5,9,4,2,7,Technical,Team,Mobile App Developer
4.97,6,7,4,9,3,2,10,1,1,3,2,7,10,5,6,4,4,Analytical,Individual,Data Analyst
5.03,7,6,4,5,9,3,2,3,3,5,7,8,7,6,4,2,6,Technical,Individual,Web Developer
5.21,9,9,5,4,6,5,2,3,2,4,7,8,7,4,5,5,6,Technical,Individual,Software Engineer
4.7,5,6,4,3,2,1,5,3,2,2,9,8,6,3,7,3,5,Analytical,Team,Software Tester
5.06,7,5,8,5,3,2,2,9,4,1,5,10,9,4,4,3,5,Technical,Team,Cybersecurity Analyst
4.89,5,4,3,4,4,2,7,2,1,2,3,7,7,3,10,7,8,Analytical,Team,IT Project Coordinator
5.42,9,5,3,10,3,2,10,2,4,3,7,7,10,4,7,4,6,Analytical,Individual,Machine Learning Engineer
4.95,9,5,2,4,5,10,3,2,1,5,6,6,7,7,5,2,5,Analytical,Individual,Mobile App Developer
4.8,6,7,6,3,1,1,2,9,6,1,6,7,8,2,4,3,6,Technical,Team,System Administrator
4.39,5,5,3,4,3,1,3,3,1,3,8,9,9,2,5,2,8,Technical,Team,Software Tester
4.94,3,1,2,1,6,1,3,2,2,9,1,6,4,7,7,3,9,Creative,Team,UI/UX Designer
5.14,9,6,5,4,2,10,5,2,4,5,5,6,8,7,4,3,4,Creative,Individual,Mobile App Developer
5.29,7,7,7,4,5,5,4,4,2,2,6,8,7,6,7,3,6,Technical,Individual,Software Engineer
4.78,3,2,2,1,6,3,3,1,1,10,4,5,6,8,6,5,6,Creative,Team,UI/UX Designer
5.2,9,6,6,4,1,8,4,3,2,6,5,7,7,7,4,4,6,Technical,Individual,Mobile App Developer
4.76,7,3,8,6,1,3,2,6,8,1,6,6,8,2,4,2,6,Technical,Team,Cloud Engineer
5.2,9,4,6,5,2,10,3,2,2,6,7,9,8,6,4,5,4,Technical,Individual,Mobile App Developer
4.81,4,4,9,6,1,3,2,10,3,1,7,6,8,2,4,3,5,Technical,Individual,Cybersecurity Analyst
4.45,2,2,3,4,4,3,3,2,1,9,2,5,6,7,8,1,8,Creative,Team,UI/UX Designer
4.94,4,3,4,3,3,4,5,2,2,3,10,10,9,3,7,3,6,Technical,Team,Software Tester
5.34,10,5,5,7,1,2,8,3,6,3,6,7,10,6,4,3,6,Analytical,Individual,Machine Learning Engineer
5.04,10,4,2,8,1,2,8,1,6,3,5,8,8,4,8,4,4,Technical,Individual,Machine Learning Engineer
5.02,7,5,9,5,4,5,5,8,6,1,5,7,9,1,3,3,7,Creative,Individual,Cybersecurity Analyst
5.05,4,6,4,10,3,3,8,3,4,3,4,7,10,2,8,4,5,Analytical,Individual,Data Analyst
4.74,4,2,2,4,2,2,3,2,2,2,1,6,8,6,7,10,9,Analytical,Team,IT Project Coordinator
4.61,1,3,3,1,7,2,2,1,1,7,2,7,9,10,9,5,8,Creative,Team,UI/UX Designer
5.27,5,6,4,8,2,1,9,5,4,2,5,6,9,5,7,9,7,Analytical,Individual,Data Analyst
4.69,7,5,3,3,5,3,5,3,1,2,10,7,7,2,6,2,7,Creative,Individual,Software Tester
5.06,6,4,6,3,8,3,2,3,6,5,7,9,5,8,6,4,6,Technical,Team,Web Developer
4.99,4,3,10,3,4,3,3,10,5,1,6,7,6,3,5,2,5,Technical,Individual,Cybersecurity Analyst
4.97,5,3,3,10,1,2,10,3,4,1,5,8,9,3,7,5,5,Analytical,Individual,Data Analyst
4.59,6,5,3,3,5,4,4,3,3,1,7,7,9,5,5,2,5,Technical,Team,Software Tester
5.13,7,4,6,6,2,9,4,2,6,5,5,8,7,7,5,2,7,Technical,Individual,Mobile App Developer
5.0,5,5,4,8,1,2,9,2,4,2,4,7,8,4,6,6,7,Analytical,Individual,Data Analyst
5.18,9,9,4,5,6,3,4,2,2,5,5,8,8,4,8,5,6,Technical,Individual,Software Engineer
4.73,4,6,6,7,2,1,2,7,5,2,4,9,7,3,6,2,6,Creative,Team,System Administrator
4.72,5,4,3,6,5,1,4,1,2,3,9,8,6,3,4,5,7,Technical,Team,Software Tester
5.0,7,4,2,8,1,1,8,3,7,1,5,9,7,6,5,4,7,Analytical,Team,Machine Learning Engineer
4.98,5,2,3,6,1,1,3,1,1,1,2,8,7,6,8,9,7,Creative,Team,IT Project Coordinator
5.4,7,7,6,2,10,3,1,5,5,8,4,8,7,6,7,4,5,Technical,Team,Web Developer
4.87,10,6,4,5,4,8,1,2,2,4,7,7,5,5,5,3,4,Technical,Individual,Mobile App Developer
4.15,4,1,1,4,5,2,3,1,1,7,4,4,5,7,7,6,8,Creative,Team,UI/UX Designer
5.0,4,7,3,9,3,1,10,3,4,1,3,7,10,4,7,5,4,Analytical,Individual,Data Analyst
4.88,5,6,3,7,2,2,5,1,1,3,4,9,9,5,8,5,8,Technical,Team,Business Analyst
5.16,7,5,6,1,10,2,1,6,7,8,3,6,8,4,5,4,7,Technical,Individual,Web Developer
4.93,5,2,1,7,3,1,7,1,3,3,3,9,9,4,10,3,6,Analytical,Team,Business Analyst
5.08,7,8,7,4,4,6,3,2,2,2,5,9,10,6,6,3,8,Technical,Individual,Software Engineer
4.77,4,6,3,6,1,1,4,4,2,3,4,7,8,3,9,10,6,Analytical,Team,Business Analyst
5.46,9,7,4,4,9,2,4,2,5,5,9,4,5,8,7,4,8,Technical,Team,Web Developer
5.5,9,4,5,2,9,3,3,4,2,5,7,9,7,7,5,5,8,Technical,Team,Web Developer
5.08,10,6,3,10,3,2,8,2,4,2,5,6,8,4,6,4,4,Analytical,Individual,Machine Learning Engineer
5.01,8,4,6,3,3,3,3,5,8,2,4,9,8,5,7,4,5,Technical,Team,Cloud Engineer
5.35,7,4,5,3,4,9,2,4,4,7,6,6,7,7,5,5,6,Technical,Individual,Mobile App Developer
4.82,5,4,2,5,3,1,3,2,2,2,3,8,7,3,7,4,7,Analytical,Team,IT Project Coordinator
4.79,3,6,7,2,2,1,3,4,8,1,7,8,5,4,7,5,5,Technical,Team,System Administrator
5.57,7,9,6,5,5,6,2,4,4,2,8,8,7,6,4,6,8,Technical,Individual,Software Engineer
4.83,7,2,2,1,5,2,2,2,1,10,4,6,7,7,10,5,8,Creative,Team,UI/UX Designer
5.01,10,6,3,4,3,9,4,3,2,7,5,7,8,6,6,4,7,Technical,Individual,Mobile App Developer
4.96,7,5,9,6,1,1,2,6,7,2,7,8,5,2,5,4,6,Technical,Team,Cloud Engineer
5.16,8,6,1,5,3,2,7,2,1,2,6,7,8,6,9,8,9,Analytical,Team,Business Analyst
5.0,5,7,9,3,1,2,4,5,8,2,7,6,5,4,7,3,7,Technical,Team,System Administrator
4.75,3,3,1,4,6,2,2,2,2,10,2,6,4,9,9,6,9,Creative,Team,UI/UX Designer
4.55,2,4,1,6,2,1,4,2,3,1,2,5,8,3,9,9,8,Analytical,Team,IT Project Coordinator
5.32,7,6,7,7,5,6,5,3,3,3,7,9,6,3,5,6,6,Technical,Individual,Software Engineer
5.34,10,4,2,7,3,3,10,2,4,3,4,10,10,6,5,4,5,Analytical,Individual,Machine Learning Engineer
4.55,3,4,2,7,2,2,8,2,2,1,2,6,9,3,7,8,6,Analytical,Team,Business Analyst
5.0,4,4,9,5,1,2,5,8,6,1,6,5,9,8,6,2,4,Technical,Individual,Cybersecurity Analyst
4.73,4,7,5,8,2,1,7,2,2,3,2,8,8,5,6,3,6,Creative,Individual,Data Analyst
4.79,7,4,5,9,1,1,7,2,7,2,6,9,10,1,4,2,4,Creative,Individual,Machine Learning Engineer
5.08,7,4,3,6,3,10,5,3,4,5,6,9,7,4,4,3,4,Analytical,Individual,Mobile App Developer
5.53,9,6,4,6,7,6,4,3,3,1,7,10,6,5,6,6,6,Analytical,Individual,Software Engineer
4.54,2,2,3,1,5,3,2,1,2,8,1,7,4,7,8,7,6,Analytical,Team,UI/UX Designer
4.76,3,5,4,7,2,1,5,2,1,3,3,6,10,5,7,7,6,Technical,Team,Business Analyst
4.94,2,2,3,7,6,3,4,2,2,9,4,6,5,8,6,4,6,Creative,Individual,UI/UX Designer
5.11,9,9,4,7,5,6,2,2,4,3,6,8,7,4,7,3,5,Technical,Individual,Software Engineer
4.58,4,4,5,4,7,2,5,2,2,1,9,8,9,3,4,2,5,Technical,Team,Software Tester
3.79,1,1,3,3,5,1,2,1,1,8,1,5,5,10,6,3,8,Creative,Team,UI/UX Designer
5.0,8,6,9,4,2,1,3,6,10,2,5,9,2,5,4,2,5,Technical,Team,Cloud Engineer
4.6,4,4,2,7,2,2,8,4,1,1,4,6,10,4,7,5,6,Analytical,Team,Business Analyst
4.47,3,1,1,3,6,1,2,1,2,8,1,4,4,7,7,3,7,Creative,Team,UI/UX Designer
4.8,3,4,8,3,2,5,1,6,6,1,6,9,5,1,5,3,8,Technical,Team,System Administrator
4.09,2,2,3,4,3,2,3,1,3,2,1,5,6,5,10,7,8,Technical,Individual,IT Project Coordinator
5.16,9,5,6,2,2,10,2,4,3,7,8,7,8,4,3,5,6,Technical,Individual,Mobile App Developer
4.66,1,1,3,2,5,1,2,1,2,8,3,4,7,9,9,6,5,Creative,Team,UI/UX Designer
4.87,7,4,7,5,3,2,4,4,7,1,6,7,5,4,6,2,7,Technical,Team,Cloud Engineer
4.9,5,4,3,6,1,1,7,5,2,3,1,8,10,3,7,7,7,Analytical,Team,Business Analyst
5.58,10,7,6,6,5,6,6,2,4,4,8,9,10,5,5,4,7,Technical,Team,Software Engineer
4.95,7,8,2,9,2,3,7,1,4,2,4,7,9,5,6,3,5,Analytical,Individual,Data Analyst
4.77,7,4,2,4,4,2,5,1,1,3,7,8,7,2,6,4,6,Analytical,Team,Software Tester
4.96,6,6,9,4,2,1,3,7,5,1,3,7,8,4,4,5,7,Technical,Team,System Administrator
4.82,4,6,7,1,3,1,4,7,7,1,5,7,5,2,5,7,7,Technical,Team,System Administrator
4.76,5,5,4,8,2,1,5,1,1,1,3,8,4,6,8,8,8,Analytical,Team,Business Analyst
4.65,4,5,8,2,5,1,1,6,6,1,4,6,5,2,6,4,6,Technical,Team,System Administrator
5.05,6,4,10,3,1,3,5,8,4,1,7,10,10,2,4,3,5,Technical,Individual,Cybersecurity Analyst
5.16,4,5,7,3,2,2,4,7,6,2,6,7,8,4,6,5,10,Creative,Team,System Administrator
4.76,5,4,2,5,3,1,2,1,2,3,8,7,9,5,6,4,6,Technical,Team,Software Tester
4.89,2,1,2,3,5,3,3,1,2,9,4,7,6,8,7,3,9,Creative,Team,UI/UX Designer
5.02,9,6,6,6,5,10,1,2,5,7,6,8,7,5,4,2,7,Technical,Individual,Mobile App Developer
4.03,4,5,2,3,3,2,2,3,3,2,7,6,7,1,4,5,5,Technical,Team,Software Tester
4.86,4,4,8,2,2,3,2,4,5,1,5,9,7,3,4,4,5,Technical,Team,System Administrator
5.0,5,4,9,5,3,6,1,4,8,3,7,9,5,1,7,5,3,Analytical,Team,System Administrator
4.85,4,3,4,5,1,2,3,1,1,1,2,8,7,4,9,7,9,Analytical,Team,IT Project Coordinator
5.05,8,7,5,4,4,7,4,2,4,7,7,9,6,6,3,2,4,Technical,Individual,Mobile App Developer
5.29,6,5,5,5,8,3,1,4,4,8,5,9,7,8,4,3,7,Technical,Team,Web Developer
4.82,3,6,7,5,3,1,1,8,6,2,5,5,8,1,3,4,8,Technical,Team,System Administrator
5.1,7,6,10,4,3,1,3,7,4,2,7,8,8,2,5,5,5,Technical,Individual,Cybersecurity Analyst
4.83,3,5,2,4,2,1,6,2,3,1,3,7,6,6,9,10,9,Creative,Team,IT Project Coordinator
5.56,9,9,7,7,6,3,2,3,4,1,8,8,9,5,7,6,5,Creative,Individual,Software Engineer
4.32,2,1,1,1,6,2,2,1,1,10,4,6,6,7,9,1,9,Technical,Team,UI/UX Designer
5.22,8,3,6,5,2,3,5,6,9,4,4,7,6,3,7,5,8,Technical,Team,Cloud Engineer
4.74,2,4,4,4,1,1,6,2,1,2,4,5,5,6,10,8,7,Analytical,Team,IT Project Coordinator
4.72,5,5,9,3,1,1,2,8,5,2,7,8,7,1,5,5,4,Technical,Individual,Cybersecurity Analyst
5.06,9,6,4,3,2,7,3,5,3,6,7,9,7,5,5,2,5,Technical,Individual,Mobile App Developer
4.4,2,4,4,8,2,2,6,1,2,1,2,7,8,4,8,6,7,Creative,Team,Business Analyst
4.94,7,4,3,7,1,2,7,2,6,2,6,10,7,6,6,2,5,Analytical,Individual,Machine Learning Engineer
4.81,7,6,3,5,3,2,4,1,3,3,9,6,6,4,6,3,6,Analytical,Team,Software Tester
4.67,3,2,1,1,6,2,2,1,2,8,1,7,9,9,9,6,7,Analytical,Team,UI/UX Designer
5.15,8,7,7,5,4,4,3,1,5,1,6,7,9,3,8,5,6,Technical,Individual,Software Engineer
5.16,7,8,5,9,1,2,9,4,3,3,3,8,8,4,8,3,7,Analytical,Individual,Data Analyst
4.63,4,5,8,5,1,1,3,7,5,2,5,7,7,1,6,4,7,Technical,Team,System Administrator
5.08,3,5,3,6,3,2,5,2,3,4,5,7,8,3,9,10,9,Analytical,Team,IT Project Coordinator
4.17,2,1,1,2,6,1,1,1,2,10,3,5,7,8,9,5,6,Creative,Team,UI/UX Designer
5.03,6,5,4,6,5,3,3,3,1,3,8,9,9,4,8,5,7,Technical,Team,Software Tester
4.61,6,6,3,9,3,2,8,1,1,1,3,7,7,2,8,3,6,Creative,Individual,Data Analyst
4.7,5,6,8,6,1,1,4,6,9,1,4,6,6,1,4,2,8,Technical,Team,Cloud Engineer
5.06,8,6,7,4,7,3,5,3,4,4,6,7,6,3,4,5,5,Technical,Individual,Software Engineer
4.57,1,2,1,2,4,2,4,1,1,4,2,5,5,5,6,5,8,Creative,Individual,UI/UX Designer
4.77,5,3,4,6,1,2,3,2,1,2,4,8,6,2,7,7,9,Technical,Team,IT Project Coordinator
4.97,4,4,3,6,2,1,3,2,3,1,3,4,5,5,8,7,10,Analytical,Team,IT Project Coordinator
5.03,10,8,4,4,4,3,4,1,3,1,8,7,9,4,5,4,7,Technical,Team,Software Engineer
4.6,5,3,1,5,2,2,6,1,1,1,1,8,5,6,10,7,8,Analytical,Team,IT Project Coordinator
4.96,7,5,4,5,3,3,4,2,3,5,9,9,7,3,6,3,6,Technical,Team,Software Tester
5.05,3,4,6,3,8,3,4,2,3,6,4,8,6,8,6,4,8,Technical,Team,Web Developer
5.0,4,6,4,6,3,2,5,1,3,3,2,7,10,5,9,8,7,Technical,Team,Business Analyst
4.97,7,7,5,5,6,6,3,3,3,1,8,7,6,1,4,5,7,Technical,Individual,Software Engineer
5.0,7,7,3,4,5,7,4,2,2,5,7,6,7,8,4,2,5,Technical,Individual,Mobile App Developer
4.96,5,3,8,5,3,3,5,8,4,1,8,8,8,3,3,2,7,Technical,Team,Cybersecurity Analyst
5.01,10,7,2,7,1,1,7,3,4,3,7,8,10,3,4,2,7,Analytical,Team,Machine Learning Engineer
5.41,7,7,6,2,8,5,3,8,4,8,6,7,5,6,6,5,7,Technical,Team,Web Developer
4.62,7,5,2,3,2,4,3,2,1,4,8,7,9,3,6,3,7,Technical,Team,Software Tester
4.11,4,4,6,2,2,1,4,4,5,1,4,8,6,1,4,2,6,Technical,Team,System Administrator
4.31,6,6,4,4,2,2,4,1,2,1,7,8,6,4,5,4,5,Technical,Team,Software Tester
4.96,7,6,2,5,4,4,4,2,2,3,8,9,8,2,7,5,6,Technical,Team,Software Tester
5.03,7,6,4,7,2,3,10,2,5,1,7,7,10,3,5,4,3,Analytical,Individual,Machine Learning Engineer
5.33,8,5,2,10,4,2,9,1,7,2,7,10,9,4,8,3,4,Analytical,Individual,Machine Learning Engineer
5.77,6,6,5,4,9,4,1,4,5,8,7,7,5,9,7,5,8,Technical,Team,Web Developer
4.98,5,6,3,8,3,2,10,2,2,3,5,7,7,5,8,3,5,Analytical,Individual,Data Analyst
5.14,8,7,3,7,4,3,9,3,5,3,5,9,9,4,4,5,7,Analytical,Individual,Machine Learning Engineer
4.78,2,3,1,7,3,2,6,2,2,2,2,9,9,6,10,6,7,Analytical,Team,Business Analyst
5.0,8,6,6,7,4,1,2,4,4,4,7,7,7,3,4,6,5,Technical,Individual,Software Engineer
5.0,9,7,3,3,3,7,2,4,4,5,5,9,5,7,5,2,5,Technical,Team,Mobile App Developer
5.04,5,4,2,9,2,1,10,2,3,3,7,9,9,5,3,6,6,Analytical,Individual,Data Analyst
4.62,4,4,4,4,4,4,5,2,2,1,8,6,9,3,8,4,5,Technical,Team,Software Tester
4.95,3,3,4,5,3,1,5,2,2,3,3,6,9,3,7,9,5,Analytical,Team,Business Analyst
5.14,8,6,6,5,4,1,2,4,8,1,7,8,8,5,7,2,6,Technical,Team,Cloud Engineer
4.3,2,2,3,3,3,1,4,2,1,9,3,3,6,8,9,5,5,Analytical,Team,UI/UX Designer
5.28,6,4,5,4,7,3,1,6,6,5,8,9,7,9,5,3,5,Analytical,Team,Web Developer
4.99,9,6,6,6,7,1,2,3,3,2,5,8,6,3,7,3,5,Technical,Individual,Software Engineer
5.14,7,6,3,6,5,8,1,7,5,5,7,7,6,4,3,2,6,Technical,Individual,Mobile App Developer
5.22,4,6,8,5,3,2,8,8,6,1,5,7,7,4,3,5,7,Technical,Individual,Cybersecurity Analyst
4.58,5,5,7,2,3,1,1,7,8,1,4,8,5,4,4,4,6,Technical,Team,System Administrator
5.07,9,4,3,9,3,1,8,1,6,2,4,7,10,6,6,4,5,Analytical,Individual,Machine Learning Engineer
5.27,10,6,4,9,4,3,7,2,7,1,4,9,7,3,7,3,9,Technical,Individual,Machine Learning Engineer
5.03,8,4,4,4,4,10,4,5,3,4,4,8,8,4,6,5,2,Technical,Individual,Mobile App Developer
4.79,3,5,4,5,1,2,7,2,2,2,1,7,7,5,10,7,8,Analytical,Team,Business Analyst
5.45,9,6,7,4,7,5,5,1,5,4,7,10,8,4,5,5,3,Technical,Individual,Software Engineer
4.92,2,5,1,5,3,1,6,2,2,1,1,9,10,3,9,8,6,Analytical,Team,Business Analyst
5.0,7,6,2,7,1,2,8,2,7,2,4,9,10,6,4,4,4,Analytical,Individual,Machine Learning Engineer
4.71,3,6,4,5,2,2,3,2,2,1,1,7,7,4,8,8,6,Analytical,Team,Business Analyst
4.91,4,6,6,3,3,2,3,4,5,1,5,8,8,1,6,3,8,Creative,Team,System Administrator
4.99,3,3,4,7,2,2,4,2,3,2,2,6,10,3,8,6,7,Analytical,Team,Business Analyst
5.08,5,7,7,5,1,4,2,5,9,5,4,6,8,3,7,7,5,Technical,Team,Cloud Engineer
5.01,4,5,8,5,4,2,4,8,4,2,7,8,8,4,6,3,4,Technical,Individual,Cybersecurity Analyst
4.94,6,6,7,4,2,3,4,7,8,1,4,9,6,2,5,2,6,Technical,Team,System Administrator
5.03,7,6,4,3,5,8,3,4,1,8,7,8,5,4,4,3,7,Technical,Individual,Mobile App Developer
5.48,10,4,4,5,9,5,4,2,5,7,4,9,8,8,10,3,6,Technical,Team,Web Developer
5.09,7,4,9,4,3,3,5,9,4,2,7,9,8,2,1,5,6,Technical,Individual,Cybersecurity Analyst
4.93,6,4,2,3,4,1,3,1,3,3,8,9,7,3,5,2,5,Technical,Individual,Software Tester
4.98,5,4,3,3,3,1,3,2,3,2,3,8,8,4,8,7,8,Analytical,Individual,IT Project Coordinator
4.95,4,5,2,9,2,2,8,2,1,1,4,9,7,5,7,6,10,Analytical,Individual,Data Analyst
